"Mnemonic","OemCode","Manufacturer","Product","DMX in","DMX out","Are ports Physical","Is RDM supported","Website"
"Oem_wizzuled_wizzuled_wifi_link_1","0x2B1E","WizzuLED","WizzuLED WiFi Link","1","1","y","y","https://www.facebook.com/wizzuled/"
"Oem_wizzuled_wizzuled_wifi_link_pro_optoisolated_1","0x2B1D","WizzuLED","WizzuLED WiFi Link Pro Optoisolated","1","1","y","y","https://www.facebook.com/wizzuled/"
"Oem_clay_paky_mini_xtylos_hpe_1","0x2B1C","CLAY PAKY","MINI XTYLOS HPE","1","1","y","y","https://www.claypaky.it"
"Oem_yarilo_pro_pixeldin_1","0x2B1B","Yarilo Pro","PixelDIN","0","16","y","n","https:://yarilo.pro"
"Oem_trasmatech_trasmatech_led_panel_1","0x2B1A","TrasMaTech","TrasMaTech Led Panel","0","2","n","n","https://butikk.trasmatech.com"
"Oem_telmicneo_quadtra2_1","0x2B19","TELMICNeo","QUADTRA2","0","8","y","n",""
"Oem_acme_gemini_1","0x2B18","Acme","GEMINI","1","1","Y","Y","http://www.acme.com.cn"
"Oem_acme_newton_1","0x2B17","Acme","NEWTON","1","1","Y","Y","http://www.acme.com.cn"
"Oem_acme_gravitron_1","0x2B16","Acme","GRAVITRON","1","1","Y","Y","http://www.acme.com.cn"
"Oem_acme_pascal_1","0x2B15","Acme","PASCAL","2","2","Y","Y","https://www.acme.com.cn"
"Oem_acme_joules_1","0x2B14","Acme","JOULES","2","2","Y","Y","http://www.acme.com.cn"
"Oem_acme_calorie_1","0x2B13","Acme","CALORIE","2","2","Y","Y","http://www.acme.com.cn"
"Oem_acme_thunder_breaker_1","0x2B12","Acme","THUNDER BREAKER","1","1","Y","Y","http://www.acme.com.cn"
"Oem_acme_trusshub_ug_1","0x2B11","Acme","TRUSSHUB UG","0","4","N","Y","http://www.acme.com.cn"
"Oem_clay_paky_mini_xtylos_1","0x2B10","CLAY PAKY","MINI XTYLOS","1","1","y","y","https://www.claypaky.it"
"Oem_pxm_qray_console_24_1","0x2B0F","PXM","QRay Console 24","0","2","y","y","http://pxm.eu"
"Oem_pxm_qray_console_36_1","0x2B0E","PXM","QRay Console 36","0","2","y","y","http://pxm.eu"
"Oem_eaglelight_node1d_1","0x2B0D","EagleLight","Node1D","1","1","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node2d_1","0x2B0C","EagleLight","Node2D","2","2","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node4d_1","0x2B0B","EagleLight","Node4D","4","4","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node8d_1","0x2B0A","EagleLight","Node8D","8","8","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node16d_1","0x2B09","EagleLight","Node16D","16","16","y","y","http://www.eaglelight-top.com"
"Oem_eaglelight_node1s_1","0x2B08","EagleLight","Node1S","0","1","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node2s_1","0x2B07","EagleLight","Node2S","0","2","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node4s_1","0x2B06","EagleLight","Node4S","0","4","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node8s_1","0x2B05","EagleLight","Node8S","0","8","y","n","http://www.eaglelight-top.com"
"Oem_eaglelight_node16s_1","0x2B04","EagleLight","Node16S","0","16","y","n","http://www.eaglelight-top.com"
"Oem_advatek_lighting_pixlite_e4_s_mk3_1","0x2B03","Advatek Lighting","PixLite E4 S Mk3","1","25","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_e16_s_mk3_1","0x2B02","Advatek Lighting","PixLite E16 S Mk3","1","97","n","n","https://www.advateklights.com/"
"Oem_showtacle_ltd_reactivo_1","0x2B01","Showtacle Ltd","Reactivo","7","0","y","n","http://reactivo.lighting/"
"Oem_hycl_super_rdmcontroller_8_1","0x2B00","HYCL","Super RdmController 8","8","8","y","y","http://www.leds-control.com"
"Oem_hycl_super_rdmcontroller_4_1","0x2AFF","HYCL","Super RdmController 4","4","4","y","y","http://www.leds-control.com"
"Oem_hycl_super_rdmcontroller_2_1","0x2AFE","HYCL","Super RdmController 2","2","2","y","y","http://www.leds-control.com"
"Oem_hycl_super_rdmcontroller_1_1","0x2AFD","HYCL","Super RdmController 1","1","1","y","y","http://www.leds-control.com"
"Oem_hycl_super_rdmcontroller_16_1","0x2AFC","HYCL","Super RdmController 16","16","16","y","y","http://www.leds-control.com"
"Oem_laserworld_group_shownet_1","0x2AFB","Laserworld Group","ShowNET","1","1","y","n","https://www.laserworld.com"
"Oem_s4_lights_motherline_main_board_1","0x2AFA","S4 Lights","Motherline Main Board","50","0","n","y","https://s4lights.com/"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_pixel_1","0x2AF9","Foshan city Yanyao lighting Equipment Factory","X_NODE_PIXEL","1","1","Y","Y","www.x-prolight.com"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_pixel_2u_1","0x2AF8","Foshan city Yanyao lighting Equipment Factory","X_NODE_PIXEL_2U","2","2","Y","Y","www.x-prolight.com"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_4u_1","0x2AF7","Foshan city Yanyao lighting Equipment Factory","X_NODE_4U","4","4","Y","Y","www.x-prolight.com"
"Oem_foshan_city_yanyao_lighting_equipment_factory_x_node_8u_1","0x2AF6","Foshan city Yanyao lighting Equipment Factory","X_NODE_8U","8","8","Y","Y","www.x-prolight.com"
"Oem_intiled_u_box_8_1","0x2AF5","INTILED","U BOX 8","0","8","y","n","https://intiled.ru/"
"Oem_lsc_lighting_systems_aust_pty_ltd_houston_x_1","0x2AF4","LSC Lighting Systems Aust Pty Ltd","Houston X","0","0","n","y","http://lsclighting.com"
"Oem_eon_lighting_eonport1_1","0x2AF3","Eon lighting","Eonport1","1","1","Y","Y","Https://"
"Oem_eon_lighting_eonport2_1","0x2AF2","Eon lighting","Eonport2","1","2","Y","Y","Https://"
"Oem_eon_lighting_eonport4_1","0x2AF1","Eon lighting","Eonport4","1","4","Y","Y","Https://"
"Oem_sensation_lighting_technology_co_ltd _tungsten_cubic_1","0x2AF0","Sensation Lighting Technology Co Ltd ","Tungsten cubic","1","1","Y","Y","www.sensationlighting.com"
"Oem_vivitek_projector_1","0x2AEF","Vivitek","Projector","1","0","y","n","http://www.vivitekcorp.com/"
"Oem_chauvet_professional_logic_drive_2x_1","0x2AEE","Chauvet Professional","Logic Drive 2X","1","1","y","y","www.chauvetprofessional.com"
"Oem_nuvolight_gmbh_co_kg_smartsplitter_1","0x2AED","Nuvolight GmbH Co KG","SMARTsplitter","2","2","y","y","http://nuvolight.de"
"Oem_tde_lighttech_izi_access_1","0x2AEC","TDE Lighttech","IZI Access","1","1","y","n","http://www.tde-lighttech.nl/"
"Oem_able_prime_rgb_5300_1","0x2AEB","able","PRIME RGB 5300","16","16","Y","Y","www.able-laser.com"
"Oem_sirs_e_pilotino_wifi_pcb_1","0x2AEA","SIRS E","Pilotino WIFI PCB","1","1","y","y","https://sirs-e.com/"
"Oem_chromateq_sarl_chromateq_node_1","0x2AE9","Chromateq SARL","Chromateq Node","2","2","y","n","http:/chromateq.com"
"Oem_modus_ars_modus_1","0x2AE8","MODUS","ARS MODUS","1","0","y","n","http://www.modus.pl"
"Oem_modus_admx_modus_1","0x2AE7","MODUS","ADMX MODUS","1","1","y","n","http://www.modus.pl"
"Oem_modus_aadc_modus_1","0x2AE6","MODUS","AADC MODUS","0","1","y","n","http://www.modus.pl"
"Oem_modus_e_gate_modus_1","0x2AE5","MODUS","E GATE MODUS","4","4","y","n","http://www.modus.pl"
"Oem_modus_adac_modus_1","0x2AE4","MODUS","ADAC MODUS","1","0","y","n","http://www.modus.pl"
"Oem_modus_adl_02_modus_1","0x2AE3","MODUS","ADL 02 MODUS","2","0","y","n","http://www.modus.pl"
"Oem_modus_adl_16_modus_1","0x2AE2","MODUS","ADL 16 MODUS","16","0","y","n","http://www.modus.pl"
"Oem_modus_asc_modus_1","0x2AE1","MODUS","ASC MODUS","1","0","y","n","http://www.modus.pl"
"Oem_modus_acw_modus_1","0x2AE0","MODUS","ACW MODUS","1","0","y","n","http://www.modus.pl"
"Oem_modus_alc_modus_1","0x2ADF","MODUS","ALC MODUS","1","0","y","n","http://www.modus.pl"
"Oem_modus_av_player_modus_1","0x2ADE","MODUS","AV PLAYER MODUS","1","0","n","n","http://www.modus.pl"
"Oem_modus_alm_modus_1","0x2ADD","MODUS","ALM MODUS","1","0","y","n","http://www.modus.pl"
"Oem_modus_action_lab_modus_1","0x2ADC","MODUS","ACTION LAB MODUS","256","256","n","n","http://www.modus.pl"
"Oem_modus_action_fx_modus_1","0x2ADB","MODUS","ACTION FX MODUS","0","256","n","n","http://www.modus.pl"
"Oem_dll_ltd_ac_404_1","0x2ADA","DLL ltd","AC 404","4","4","y","y","http://dllab.com"
"Oem_stage_gear_aum_1","0x2AD9","Stage Gear","AUM","1","1","n","n","https://WWW.stagegear.in"
"Oem_lamp_aydinlatma_opus_4_1","0x2AD8","LAMP Aydinlatma","OPUS 4","0","4","Y","N","www.lampas.com.tr"
"Oem_lamp_aydinlatma_opus_8_1","0x2AD7","LAMP Aydinlatma","OPUS 8","0","8","y","n","www.lampas.com.tr"
"Oem_lamp_aydinlatma_opus_16_1","0x2AD6","LAMP Aydinlatma","OPUS 16","0","16","y","n","http:\www.lampas.com.tr"
"Oem_advatek_lighting_pixlite_4_mk2_1","0x2AD5","Advatek Lighting","PixLite 4 Mk2","0","24","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_4_mk2_eco_1","0x2AD4","Advatek Lighting","PixLite 4 Mk2 ECO","0","16","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_16_mk2_1","0x2AD3","Advatek Lighting","PixLite 16 Mk2","0","100","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_16_mk2_eco_1","0x2AD2","Advatek Lighting","PixLite 16 Mk2 ECO","0","36","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_16_mk2_long_range_1","0x2AD1","Advatek Lighting","PixLite 16 Mk2 Long Range","0","100","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_4_mk2_rugged_1","0x2AD0","Advatek Lighting","PixLite 4 Mk2 Rugged","0","16","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_16_plug_&_play_mk2_1","0x2ACF","Advatek Lighting","PixLite 16 Plug & Play Mk2","0","32","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_16_plug_&_play_mk2_plus_1","0x2ACE","Advatek Lighting","PixLite 16 Plug & Play Mk2 plus","0","96","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_t8_s_mk2_1","0x2ACD","Advatek Lighting","PixLite T8 S Mk2","0","96","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_a4_s_mk2_1","0x2ACC","Advatek Lighting","PixLite A4 S Mk2","0","24","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_a16_s_mk2_1","0x2ACB","Advatek Lighting","PixLite A16 S Mk2","0","96","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_t8_s_mk3_1","0x2ACA","Advatek Lighting","PixLite T8 S Mk3","1","97","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_a4_s_mk3_1","0x2AC9","Advatek Lighting","PixLite A4 S Mk3","1","25","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_a4_w_mk3_1","0x2AC8","Advatek Lighting","PixLite A4 W Mk3","1","25","n","n","https://www.advateklights.com/"
"Oem_advatek_lighting_pixlite_a16_s_mk3_1","0x2AC7","Advatek Lighting","PixLite A16 S Mk3","1","97","n","n","https://www.advateklights.com/"
"Oem_shenzhen_chuantian_quancai_technology_co_ltd_ct-1020x16_1","0x2AC6","ShenZhen ChuanTian QuanCai Technology Co ltd","CT-1020X16","96","96","y","n","http://www.chuantianled.com/en/"
"Oem_led_control_pte_ltd_mx96_1","0x2AC5","LED CONTROL PTE LTD","MX96","0","96","n","n","https://ledctrl.sg/"
"Oem_ecue_sympholight_1","0x2AC4","ecue","SYMPHOLIGHT","0","0","n","y","http://www.ecue.com"
"Oem_ecue_bridge8_1","0x2AC3","ecue","Bridge8","0","8","y","n","http://www.ecue.com"
"Oem_ecue_sympl_bridge_node_1","0x2AC2","ecue","Sympl Bridge Node","0","32","y","m","http://www.ecue.com"
"Oem_pls_llc_platinum_dimmer_system_1","0x2AC1","PLS LLC","Platinum Dimmer System","2","2","Y","Y","https://www.pls.hu"
"Oem_nicolaudie_sunlite_suite_2_fc+_1","0x2AC0","nicolaudie","Sunlite Suite 2 FC+","3","2","y","n","https://www.nicolaudie.com/"
"Oem_insight_lighting_cds-rdm_poe_1","0x2ABF","Insight Lighting","CDS-RDM PoE","0","2","y","y","http://www.insightlighting.com"
"Oem_chauvet_professional_onair_panel_1_ip_1","0x2ABE","Chauvet Professional","onAir Panel 1 IP","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_onair_panel_2_ip_1","0x2ABD","Chauvet Professional","onAir Panel 2 IP","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_silens_1_profile_1","0x2ABC","Chauvet Professional","Maverick Silens 1 Profile","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_1_spot_1","0x2ABB","Chauvet Professional","Maverick Force 1 Spot","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_2_profile_1","0x2ABA","Chauvet Professional","Maverick Force 2 Profile","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_3_profile_1","0x2AB9","Chauvet Professional","Maverick Force 3 Profile","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_force_3_spot_1","0x2AB8","Chauvet Professional","Maverick Force 3 Spot","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_chauvet_professional_maverick_mk3_profile_cx_1","0x2AB7","Chauvet Professional","Maverick MK3 Profile CX","1","1","y","y","http:\www.chauvetprofessional.com"
"Oem_ether_dream_ether_dream_2_1","0x2AB6","Ether Dream","Ether Dream 2","1","1","y","y","https://ether-dream.com/"
"Oem_shenzhen_chuantian_quancai_technology_co_ltd_ct3276832ch_1","0x2AB5","ShenZhen ChuanTian QuanCai Technology Co ltd","CT3276832CH","64","64","y","n","http://www.chuantianled.com/en/"
"Oem_lichtmanufaktur_berlin_gmbh_casambi_gateway_1","0x2AB4","Lichtmanufaktur Berlin GmbH","Casambi Gateway","0","0","n","n","https://casambi.intelligent-lighting.de/"
"Oem_cpoint_dmxplorer_1","0x2AB3","CPOINT","DMXplorer","1","1","Y","Y","https://www.cpoint-lighting.com"
"Oem_cpoint_ledogen_1","0x2AB2","CPOINT","Ledogen","1","1","Y","Y","https://www.cpoint-lighting.com"
"Oem_avw_controls_ltd_qaxis_stage_automation_integration_with_lx_1","0x2AB1","AVW Controls Ltd","QAxis Stage automation integration with LX","0","1","N","N","http://www.avw.co.uk/wordpress/?page_id=11"
"Oem_ac_power_distribution_act_lighting_inc_pdxnd41_1","0x2AB0","AC Power Distribution ACT Lighting Inc","PDXND41","4","4","Y","Y","www.acpowerdistribution.com"
"Oem_chromatech_thunderpanel_1","0x2AAF","Chromatech","ThunderPanel","1","1","y","y","www.thunderone.com"
"Oem_cameo_xnode_4_1","0x2AAE","Cameo","XNODE 4","0","4","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_s5_1","0x2AAD","Cameo","Opus S5","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_sp5_1","0x2AAC","cameo","Opus SP5","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_xnode_8_1","0x2AAB","Cameo","XNODE 8","0","8","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_sp5_fc_1","0x2AAA","Cameo","Opus SP5 FC","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_x_1","0x2AA9","Cameo","Opus X","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_opus_h5_1","0x2AA8","Cameo","Opus H5","2","2","y","y","https://www.cameolight.com/de/"
"Oem_cameo_evos_w3_1","0x2AA7","Cameo","Evos W3","2","2","y","y","https://www.cameolight.com/de/"
"Oem_fiilex_fiilex_color_1","0x2AA6","Fiilex","Fiilex Color","0","1","y","y","https://www.fiilex.com/"
"Oem_guangzhou_mingyan_electronic_technology_co_ltd_wifi_controller_1","0x2AA5","Guangzhou Mingyan Electronic Technology Co Ltd","Wifi controller","1","1","y","y","https://www.myboard.ltd"
"Oem_guangzhou_mingyan_electronic_technology_co_ltd_par_light_motherboard_1","0x2AA4","Guangzhou Mingyan Electronic Technology Co Ltd","Par light motherboard","1","1","y","y","https://www.mybaord.ltd"
"Oem_guangzhou_mingyan_electronic_technology_co_ltd_mingyan_motherboard_1","0x2AA3","Guangzhou Mingyan Electronic Technology Co Ltd","Mingyan motherboard","1","1","y","y","https://www.myboard.ltd"
"Oem_aputure_imaging_industries_co_ltd_sq_net_1","0x2AA2","Aputure Imaging Industries Co Ltd","SQ NET","4","4","y","y","http://www.aputure.com"
"Oem_aputure_imaging_industries_co_ltd_ls_600_ls_1500_1","0x2AA1","Aputure Imaging Industries Co Ltd","LS 600 LS 1500","4","4","y","y","http://www.aputure.com"
"Oem_chromatech_thunderone_1","0x2AA0","ChromaTech","ThunderOne","1","1","y","y","www.thunderone.com"
"Oem_ala_equipment_company_ltd_powernet_1","0x2A9F","ALA Equipment Company Ltd","PowerNet","0","4","n","n","https://www.alacyprus.com/"
"Oem_iion_mnm_1","0x2A9E","iion","MNM","32.768","32.768","n","n","http://iion.co.nz"
"Oem_paai_paai_ethernet_node_1","0x2A9D","Paai","PAAI Ethernet node","0","4","n","y","Http://www.paai.xyz"
"Oem_jin_ye_electronics_jy_kzq_1","0x2A9C","jin ye Electronics","JY KZQ","4","4","y","y","http://www.led808.com"
"Oem_shenzhen_chuantian_quancai_technology_co_ltd_ct_8192_8ch_1","0x2A9B","ShenZhen ChuanTian QuanCai Technology Co ltd","CT 8192 8CH","16","16","y","n","http://www.chuantianled.com/en/"
"Oem_shenzhen_chuantian_quancai_technology_co_ltd_ct_16384_16ch_1","0x2A9A","ShenZhen ChuanTian QuanCai Technology Co ltd","CT 16384 16CH","32","32","y","n","http://www.chuantianled.com/en/"
"Oem_shenzhen_chuantian_quancai_technology_co_ltd_ct_3072_1ch_1","0x2A99","ShenZhen ChuanTian QuanCai Technology Co ltd","CT 3072 1CH","6","6","y","n","http://www.chuantianled.com/en/"
"Oem_colordeve_international_netnode18_1","0x2A98","Colordeve International","NETnode18","1","8","y","y","http://www.colordeve.com"
"Oem_colordeve_international_netnode14_1","0x2A97","Colordeve International","NETnode14","1","4","y","y","http://www.colordeve.com"
"Oem_colordeve_international_netnode22_1","0x2A96","Colordeve International","NETnode22","2","2","y","y","http://www.colordeve.com"
"Oem_robert_juliat_arthur_1014_1","0x2A95","ROBERT JULIAT","ARTHUR 1014","1","1","Y","Y","http://www.robertjuliat.com"
"Oem_robert_juliat_sully_650sx_1","0x2A94","ROBERT JULIAT","SULLY 650SX","1","1","y","Y","http://www.robertjuliat.com"
"Oem_robert_juliat_sully_305l_1","0x2A93","ROBERT JULIAT","SULLY 305L","1","1","Y","Y","http://www.robertjuliat.com"
"Oem_robert_juliat_sully_1156_1","0x2A92","ROBERT JULIAT","SULLY 1156","1","1","Y","Y","http://www.robertjuliat.com"
"Oem_robert_juliat_tibo_he_553_1","0x2A91","ROBERT JULIAT","TIBO HE 553","1","1","Y","Y","http://www.robertjuliat.com"
"Oem_robert_juliat_dalis_863_1","0x2A90","ROBERT JULIAT","DALIS 863","1","1","Y","Y","http://www.robertjuliat.com"
"Oem_robert_juliat_dalis_864_1","0x2A8F","ROBERT JULIAT","DALIS 864","1","1","Y","Y","http://www.robertjuliat.com"
"Oem_robert_juliat_charles_960sx_1","0x2A8E","ROBERT JULIAT","CHARLES 960SX","1","1","Y","Y","https://www.robertjuliat.com/profilespots/CHARLES_960SX.html"
"Oem_shocobra_eld4_1","0x2A8D","ShoCobra","ELD4","1","0","n","n","https://www.shocobra.com/eld4/"
"Oem_shocobra_fx1_1","0x2A8C","ShoCobra","FX1","0","24","n","n","https://www.shocobra.com/fx1/"
"Oem_integrated_system_technology_limited_imune_multigate_1","0x2A8B","Integrated System Technology Limited","iMune multiGate","0","0","n","y","https://www.istl.com/"
"Oem_protopixel_1_channel_wifi_controller_1","0x2A8A","ProtoPixel","1 Channel WiFi Controller","0","4","n","n","https://www.protopixel.io/pricing"
"Oem_lsc_lighting_systems_aust_pty_ltd_unity_1","0x2A89","LSC Lighting Systems Aust Pty Ltd","Unity","1","0","n","y","http://unity.lsclighting.com"
"Oem_lsc_lighting_systems_aust_pty_ltd_unitour_1","0x2A88","LSC Lighting Systems Aust Pty Ltd","UniTour","1","0","n","y","http://lsclighting.com"
"Oem_lsc_lighting_systems_aust_pty_ltd_mantramini_1","0x2A87","LSC Lighting Systems Aust Pty Ltd","MantraMini","2","0","y","y","http://lsclighting.com"
"Oem_modus_arl_01_8ch_relay_1","0x2A86","MODUS","ARL 01 8CH RELAY","1","0","y","n","http://modus.pl/en/category/signal-converters/"
"Oem_foshan_yifeng_electric_industrial_co_ltd_solar_impulse_1","0x2A85","Foshan YiFeng Electric Industrial Co ltd","SOLAR IMPULSE","1","1","Y","Y","https://www.acme.com.cn/"
"Oem_acme_trusshub_s_1","0x2A84","Acme","TRUSSHUB S","1","4","Y","YES","www.acme.com.cn"
"Oem_acme_trusshub_u_1","0x2A83","Acme","TRUSSHUB U","0","4","Y","Y","www.acme.com.cn"
"Oem_acme_sunrise_1","0x2A82","Acme","SUNRISE","1","1","Y","Y","https://www.acme.com.cn/"
"Oem_acme_geist_beam_1","0x2A81","Acme","GEIST BEAM","1","1","Y","Y","https://www.acme.com.cn/"
"Oem_acme_geist_bswf_1","0x2A80","Acme","GEIST BSWF","1","1","Y","Y","https://www.acme.com.cn/"
"Oem_acme_silvermoon_1","0x2A7F","Acme","SILVERMOON","1","1","Y","Y","https://www.acme.com.cn/"
"Oem_acme_darkmoon_1","0x2A7E","Acme","DARKMOON","1","1","Y","Y","https://www.acme.com.cn"
"Oem_acme_leo_1","0x2A7D","Acme","LEO","1","1","Y","Y","https://www.acme.com.cn"
"Oem_acme_trusshub_u1_1","0x2A7C","Acme","TRUSSHUB U1","4","4","Y","Y","https://www.acme.com.cn"
"Oem_clay_paky_sharpy_plus_aqua_1","0x2A7B","CLAY PAKY","SHARPY PLUS AQUA","1","1","y","y","https://www.claypaky.it"
"Oem_clay_paky_minib_parled_aqua_1","0x2A7A","CLAY PAKY","MINIB PARLED AQUA","1","1","y","y","https://www.claypaky.it"
